frequency	power
1418.90575	2.692594534892123e-06
1418.9086796875	2.6790851279656636e-06
1418.911609375	2.6478987820155453e-06
1418.9145390625	2.620283339638263e-06
1418.91746875	2.6163270376855507e-06
1418.9203984375	2.590283202152932e-06
1418.923328125	2.5704867994136293e-06
1418.9262578125	2.573083861534542e-06
1418.9291875	2.6042406489068526e-06
1418.9321171875	2.5986904574892833e-06
1418.935046875	2.60862930190342e-06
1418.9379765625	2.6105074084625812e-06
1418.94090625	2.6374714252597187e-06
1418.9438359375	2.6812793976205285e-06
1418.946765625	2.6926333021037863e-06
1418.9496953125	2.723108877944469e-06
1418.952625	2.7601888632489135e-06
1418.9555546875	2.823502882165485e-06
1418.958484375	2.8843005566159263e-06
1418.9614140625	2.9203732765381574e-06
1418.96434375	2.978516704388312e-06
1418.9672734375	3.0431118602791685e-06
1418.970203125	3.1004183256300166e-06
1418.9731328125	3.1301015042117797e-06
1418.9760625	3.228696073165338e-06
1418.9789921875	3.2963920375550515e-06
1418.981921875	3.417617790546501e-06
1418.9848515625	3.509243470034562e-06
1418.98778125	3.6718502087751403e-06
1418.9907109375	5.533993316930719e-06
1418.993640625	4.40764983977715e-06
1418.9965703125	3.830381956504425e-06
1418.9995	4.113787326787133e-06
1419.0024296875	4.001336492365226e-06
1419.005359375	4.039492068841355e-06
1419.0082890625	4.174138666712679e-06
1419.01121875	4.2236081299051875e-06
1419.0141484375	4.374663376438548e-06
1419.017078125	4.466693326321547e-06
1419.0200078125	4.571251110974117e-06
1419.0229375	4.711468591267476e-06
1419.0258671875	4.781653842655942e-06
1419.028796875	4.920646915707039e-06
1419.0317265625	5.0523406116553815e-06
1419.03465625	5.2093469093961176e-06
1419.0375859375	5.292223249853123e-06
1419.040515625	5.421054993348662e-06
1419.0434453125	5.536873686651234e-06
1419.046375	5.737951823903131e-06
1419.0493046875	5.843194230692461e-06
1419.052234375	5.913010227232007e-06
1419.0551640625	6.110157983130193e-06
1419.05809375	7.05185493643512e-06
1419.0610234375	7.319679752981756e-06
1419.063953125	6.5359085965610575e-06
1419.0668828125	6.6588097524800105e-06
1419.0698125	6.82804238749668e-06
1419.0727421875	6.903299436089583e-06
1419.075671875	7.107284545782022e-06
1419.0786015625	7.273530627571745e-06
1419.08153125	7.42675820220029e-06
1419.0844609375	7.500780839109211e-06
1419.087390625	7.652149179193657e-06
1419.0903203125	7.823560736142099e-06
1419.09325	8.01395253802184e-06
1419.0961796875	8.142301339830738e-06
1419.099109375	8.281926056952216e-06
1419.1020390625	8.546256140107289e-06
1419.10496875	8.713607712707017e-06
1419.1078984375	8.809433893475216e-06
1419.110828125	8.954993973020464e-06
1419.1137578125	9.23246807360556e-06
1419.1166875	9.363233402837068e-06
1419.1196171875	9.422538823855575e-06
1419.122546875	9.658157068770379e-06
1419.1254765625	1.002388853521552e-05
1419.12840625	1.0628657037159428e-05
1419.1313359375	1.0269848644384183e-05
1419.134265625	1.0355384802096523e-05
1419.1371953125	1.0537224170548143e-05
1419.140125	1.0759125871118158e-05
1419.1430546875	1.095185234589735e-05
1419.145984375	1.1060597898904234e-05
1419.1489140625	1.1284290849289391e-05
1419.15184375	1.1531014024512842e-05
1419.1547734375	1.1642719073279295e-05
1419.157703125	1.195513777929591e-05
1419.1606328125	1.218287434312515e-05
1419.1635625	1.2249820429133251e-05
1419.1664921875	1.2370934655336896e-05
1419.169421875	1.2634453014470637e-05
1419.1723515625	1.2810582575184526e-05
1419.17528125	1.3063764072285267e-05
1419.1782109375	1.3205896721046884e-05
1419.181140625	1.3437203051580582e-05
1419.1840703125	1.3706850950256921e-05
1419.187	1.3799145563098136e-05
1419.1899296875	1.3835703612130601e-05
1419.192859375	1.4152918993204366e-05
1419.1957890625	1.468909795221407e-05
1419.19871875	1.4708233720739372e-05
1419.2016484375	1.4669475604023319e-05
1419.204578125	1.4943126188882161e-05
1419.2075078125	1.5131114196265116e-05
1419.2104375	1.5449197235284373e-05
1419.2133671875	1.557167706778273e-05
1419.216296875	1.5715707377239596e-05
1419.2192265625	1.605270881555043e-05
1419.22215625	1.60941417561844e-05
1419.2250859375	1.6243103345914278e-05
1419.228015625	1.644033363845665e-05
1419.2309453125	1.669068296905607e-05
1419.233875	1.6848852283146698e-05
1419.2368046875	1.7028305592248216e-05
1419.239734375	1.724860067042755e-05
1419.2426640625	1.7387895240972284e-05
1419.24559375	1.765073830028996e-05
1419.2485234375	1.7942360500455834e-05
1419.251453125	1.8193398318544496e-05
1419.2543828125	1.8304574041394517e-05
1419.2573125	1.840267486841185e-05
1419.2602421875	1.858345785876736e-05
1419.263171875	1.879880073829554e-05
1419.2661015625	1.90445534826722e-05
1419.26903125	1.9212529878132045e-05
1419.2719609375	1.922010960697662e-05
1419.274890625	1.9513294319040142e-05
1419.2778203125	1.9816779968095943e-05
1419.28075	1.990566852327902e-05
1419.2836796875	2.0080462491023354e-05
1419.286609375	2.040984691120684e-05
1419.2895390625	2.052330455626361e-05
1419.29246875	2.0721155124192592e-05
1419.2953984375	2.0861428311036434e-05
1419.298328125	2.1182833734201267e-05
1419.3012578125	2.114636117767077e-05
1419.3041875	2.1333009499358013e-05
1419.3071171875	2.153869718313217e-05
1419.310046875	2.1774883862235583e-05
1419.3129765625	2.194318949477747e-05
1419.31590625	2.221499198640231e-05
1419.3188359375	2.2381700546247885e-05
1419.321765625	2.2473126591648906e-05
1419.3246953125	2.2540928512171376e-05
1419.327625	2.2757518308935687e-05
1419.3305546875	2.3127366148401052e-05
1419.333484375	2.313748700544238e-05
1419.3364140625	2.3263603907253128e-05
1419.33934375	2.3411030269926414e-05
1419.3422734375	2.3518275156675372e-05
1419.345203125	2.3601222892466467e-05
1419.3481328125	2.381462763878517e-05
1419.3510625	2.397764183115214e-05
1419.3539921875	2.426160244795028e-05
1419.356921875	2.437071452732198e-05
1419.3598515625	2.4520090846635867e-05
1419.36278125	2.4557108190492727e-05
1419.3657109375	2.4743067115196027e-05
1419.368640625	2.487987876520492e-05
1419.3715703125	2.5069995899684727e-05
1419.3745	2.5470877517363988e-05
1419.3774296875	2.550978388171643e-05
1419.380359375	2.5409768568351865e-05
1419.3832890625	2.5768190425878856e-05
1419.38621875	2.585073707450647e-05
1419.3891484375	2.5992042537836824e-05
1419.392078125	2.6043316211143974e-05
1419.3950078125	2.6085434001288377e-05
1419.3979375	2.6107651137863286e-05
1419.4008671875	2.639538888615789e-05
1419.403796875	2.6567997338133864e-05
1419.4067265625	2.642418803588953e-05
1419.40965625	2.6655976398615167e-05
1419.4125859375	2.6715908461483195e-05
1419.415515625	2.706833038246259e-05
1419.4184453125	2.7353688892617356e-05
1419.421375	2.7249909180682153e-05
1419.4243046875	2.7496529583004303e-05
1419.427234375	2.7192537345399614e-05
1419.4301640625	2.741117077675881e-05
1419.43309375	2.7554426196729764e-05
1419.4360234375	2.7499279894982465e-05
1419.438953125	2.7666383175528608e-05
1419.4418828125	2.7931535441894084e-05
1419.4448125	2.8074443434888963e-05
1419.4477421875	2.7961365958617534e-05
1419.450671875	2.7947024136665277e-05
1419.4536015625	2.792094528558664e-05
1419.45653125	2.803947154461639e-05
1419.4594609375	2.813424180203583e-05
1419.462390625	2.827741627697833e-05
1419.4653203125	2.820159716065973e-05
1419.46825	2.8585746804310475e-05
1419.4711796875	2.839997068804223e-05
1419.474109375	2.8289760848565493e-05
1419.4770390625	2.86139238596661e-05
1419.47996875	2.880160536733456e-05
1419.4828984375	2.8323482183623128e-05
1419.485828125	2.846809093171032e-05
1419.4887578125	2.8501653105195146e-05
1419.4916875	2.8511420168797486e-05
1419.4946171875	2.8584028768818825e-05
1419.497546875	2.8720514819724485e-05
1419.5004765625	2.887259870476555e-05
1419.50340625	2.8964139346498996e-05
1419.5063359375	2.8949179977644235e-05
1419.509265625	2.891146687034052e-05
1419.5121953125	2.914851575042121e-05
1419.515125	2.9119612008798867e-05
1419.5180546875	2.9116235054971185e-05
1419.520984375	2.9191556677687913e-05
1419.5239140625	2.9236044611025136e-05
1419.52684375	2.904845132434275e-05
1419.5297734375	2.9315767278603744e-05
1419.532703125	2.917695019277744e-05
1419.5356328125	2.909825707320124e-05
1419.5385625	2.9225029720691964e-05
1419.5414921875	2.9211252694949508e-05
1419.544421875	2.932866664195899e-05
1419.5473515625	2.9318066481209826e-05
1419.55028125	2.944151401607087e-05
1419.5532109375	2.947720349766314e-05
1419.556140625	2.941215097962413e-05
1419.5590703125	2.94382989523001e-05
1419.562	2.9593737053801306e-05
1419.5649296875	2.9472734240698628e-05
1419.567859375	2.9652956072823144e-05
1419.5707890625	2.93458060696139e-05
1419.57371875	2.9475355404429138e-05
1419.5766484375	2.9807019018335268e-05
1419.579578125	2.9637951229233295e-05
1419.5825078125	2.962426697195042e-05
1419.5854375	2.9687075766560156e-05
1419.5883671875	2.9446548978739884e-05
1419.591296875	2.9681123123737052e-05
1419.5942265625	2.96719135803869e-05
1419.59715625	2.973927985294722e-05
