frequency	power
1418.90575	7.673087054627103e-07
1418.9086796875	7.823452961019939e-07
1418.911609375	7.967779538375908e-07
1418.9145390625	7.572699587399256e-07
1418.91746875	7.351648605435912e-07
1418.9203984375	7.373396044840774e-07
1418.923328125	7.385292519757058e-07
1418.9262578125	7.344034145262412e-07
1418.9291875	7.340796059907007e-07
1418.9321171875	7.368563501586323e-07
1418.935046875	7.558048764622072e-07
1418.9379765625	7.439595890446071e-07
1418.94090625	7.481606019155151e-07
1418.9438359375	7.602283176311175e-07
1418.946765625	7.677302278352727e-07
1418.9496953125	7.77211681679546e-07
1418.952625	7.900382570369402e-07
1418.9555546875	7.956450360779854e-07
1418.958484375	8.096833425952354e-07
1418.9614140625	8.289619017887162e-07
1418.96434375	8.43533030092658e-07
1418.9672734375	8.624799647805048e-07
1418.970203125	8.660779258207185e-07
1418.9731328125	8.963874904566183e-07
1418.9760625	9.217932870342338e-07
1418.9789921875	9.345996829779324e-07
1418.981921875	1.0019983847087133e-06
1418.9848515625	1.0106891750183422e-06
1418.98778125	1.1529494372553017e-06
1418.9907109375	2.085513642668957e-06
1418.993640625	1.306592196215206e-06
1418.9965703125	1.1202324685655185e-06
1418.9995	1.2322936981945531e-06
1419.0024296875	1.1413869174248248e-06
1419.005359375	1.166302581623313e-06
1419.0082890625	1.1909742170246318e-06
1419.01121875	1.2022308624182187e-06
1419.0141484375	1.2432928997441195e-06
1419.017078125	1.2628433978534304e-06
1419.0200078125	1.2781266605088604e-06
1419.0229375	1.3335712765183416e-06
1419.0258671875	1.3542701822188974e-06
1419.028796875	1.387811153108487e-06
1419.0317265625	1.4458660757554753e-06
1419.03465625	1.4610671996706515e-06
1419.0375859375	1.5933848089844105e-06
1419.040515625	1.5600003280269448e-06
1419.0434453125	1.64995969953452e-06
1419.046375	2.226880951639032e-06
1419.0493046875	1.807413241294853e-06
1419.052234375	1.876779265330697e-06
1419.0551640625	2.1849261884199223e-06
1419.05809375	2.0940747162967455e-06
1419.0610234375	2.076837972708745e-06
1419.063953125	1.8738921880867565e-06
1419.0668828125	1.8750772596831666e-06
1419.0698125	1.929280415424728e-06
1419.0727421875	1.956113123924297e-06
1419.075671875	1.979347871383652e-06
1419.0786015625	2.0134712030994706e-06
1419.08153125	2.07559526188561e-06
1419.0844609375	2.1264949054966564e-06
1419.087390625	2.1485116121766623e-06
1419.0903203125	2.185239509344683e-06
1419.09325	2.2349364598994725e-06
1419.0961796875	2.269681431243953e-06
1419.099109375	2.317818825758877e-06
1419.1020390625	2.3632114789506886e-06
1419.10496875	2.447623842272151e-06
1419.1078984375	2.5146173356915824e-06
1419.110828125	2.5203615905411425e-06
1419.1137578125	2.7650621632346883e-06
1419.1166875	2.7679154754878255e-06
1419.1196171875	2.677840939213638e-06
1419.122546875	2.7763085199694615e-06
1419.1254765625	2.8651363663811935e-06
1419.12840625	3.025565092684701e-06
1419.1313359375	2.89628337668546e-06
1419.134265625	2.916475409620034e-06
1419.1371953125	2.957741571663064e-06
1419.140125	2.994206397488597e-06
1419.1430546875	3.0135037150103017e-06
1419.145984375	3.09495283090655e-06
1419.1489140625	3.148831865473767e-06
1419.15184375	3.205904249625746e-06
1419.1547734375	3.247018867114093e-06
1419.157703125	3.3259997280765674e-06
1419.1606328125	3.372989112904179e-06
1419.1635625	3.40956580657803e-06
1419.1664921875	3.4991097663805704e-06
1419.169421875	3.5482023577060318e-06
1419.1723515625	3.572509513105615e-06
1419.17528125	3.8073612813604996e-06
1419.1782109375	3.789929792219482e-06
1419.181140625	3.82898906536866e-06
1419.1840703125	4.0514476040698355e-06
1419.187	3.923691565432819e-06
1419.1899296875	3.9251822272490244e-06
1419.192859375	3.959079549531452e-06
1419.1957890625	4.116365516892984e-06
1419.19871875	4.124303814023733e-06
1419.2016484375	4.094686801181524e-06
1419.204578125	4.151596385781886e-06
1419.2075078125	4.21744857703743e-06
1419.2104375	4.257800810592016e-06
1419.2133671875	4.323178700360586e-06
1419.216296875	4.350267317931866e-06
1419.2192265625	4.440123120730277e-06
1419.22215625	4.485327735892497e-06
1419.2250859375	4.5465590119420085e-06
1419.228015625	4.594304755300982e-06
1419.2309453125	4.6391337491513696e-06
1419.233875	4.701942998508457e-06
1419.2368046875	4.746074409922585e-06
1419.239734375	4.805001481145155e-06
1419.2426640625	4.860646185989026e-06
1419.24559375	4.923198503092863e-06
1419.2485234375	4.998478061679634e-06
1419.251453125	5.092250148663879e-06
1419.2543828125	5.105563104734756e-06
1419.2573125	5.1364581850066315e-06
1419.2602421875	5.1891684051952325e-06
1419.263171875	5.2690302254632115e-06
1419.2661015625	5.32398098584963e-06
1419.26903125	5.3212577313388465e-06
1419.2719609375	5.395478410719079e-06
1419.274890625	5.4471829571411945e-06
1419.2778203125	5.481027301357244e-06
1419.28075	5.500781753653428e-06
1419.2836796875	5.5829314078437164e-06
1419.286609375	5.676706223312067e-06
1419.2895390625	5.730933935410576e-06
1419.29246875	5.730314114771318e-06
1419.2953984375	5.826837877975777e-06
1419.298328125	5.9186772887187544e-06
1419.3012578125	5.848278306075372e-06
1419.3041875	5.954917696726625e-06
1419.3071171875	6.036794502506382e-06
1419.310046875	6.022404704708606e-06
1419.3129765625	6.188074166857405e-06
1419.31590625	6.859032509964891e-06
1419.3188359375	6.469327672675718e-06
1419.321765625	6.310031494649593e-06
1419.3246953125	6.320206466625677e-06
1419.327625	6.289988732532947e-06
1419.3305546875	6.345221663650591e-06
1419.333484375	6.386721452145139e-06
1419.3364140625	6.453601599787362e-06
1419.33934375	6.510836783490959e-06
1419.3422734375	6.535168722621165e-06
1419.345203125	6.618047791562276e-06
1419.3481328125	6.611058779526502e-06
1419.3510625	6.676113116554916e-06
1419.3539921875	6.708524779241998e-06
1419.356921875	6.761926670151297e-06
1419.3598515625	6.799621132813627e-06
1419.36278125	6.802901680202922e-06
1419.3657109375	6.90824344928842e-06
1419.368640625	6.88516365698888e-06
1419.3715703125	6.918189001225983e-06
1419.3745	6.98357598594157e-06
1419.3774296875	7.019553549980628e-06
1419.380359375	7.110563274181914e-06
1419.3832890625	7.229296898003668e-06
1419.38621875	7.284819730557501e-06
1419.3891484375	7.175188784458442e-06
1419.392078125	7.256211574713234e-06
1419.3950078125	7.281554189830786e-06
1419.3979375	7.290612757060444e-06
1419.4008671875	7.3197170422645286e-06
1419.403796875	7.342811613852973e-06
1419.4067265625	7.351236490649171e-06
1419.40965625	7.37983009457821e-06
1419.4125859375	7.481765806005569e-06
1419.415515625	7.505206440328038e-06
1419.4184453125	7.564723546238383e-06
1419.421375	7.557976232419605e-06
1419.4243046875	7.535191798524465e-06
1419.427234375	7.513476703024935e-06
1419.4301640625	7.586063475173432e-06
1419.43309375	7.574089977424592e-06
1419.4360234375	7.5456193826539675e-06
1419.438953125	7.648746759514324e-06
1419.4418828125	7.705762072873767e-06
1419.4448125	7.723341695964336e-06
1419.4477421875	7.764652764308266e-06
1419.450671875	7.800607363606105e-06
1419.4536015625	7.826389264664613e-06
1419.45653125	7.753459613013547e-06
1419.4594609375	7.759726941003464e-06
1419.462390625	7.868175543990219e-06
1419.4653203125	7.845733307476621e-06
1419.46825	7.910612566774944e-06
1419.4711796875	7.890775123087224e-06
1419.474109375	7.783761247992516e-06
1419.4770390625	7.922365057311254e-06
1419.47996875	7.957270554470597e-06
1419.4828984375	7.975966127560241e-06
1419.485828125	7.94389825387043e-06
1419.4887578125	7.929876119305845e-06
1419.4916875	7.968468707986176e-06
1419.4946171875	7.98983637650963e-06
1419.497546875	7.976686902111396e-06
1419.5004765625	8.026112482184544e-06
1419.50340625	8.013444130483549e-06
1419.5063359375	7.987644494278356e-06
1419.509265625	8.024619091884233e-06
1419.5121953125	8.057599188759923e-06
1419.515125	8.064081157499459e-06
1419.5180546875	8.021472240216099e-06
1419.520984375	7.978018857102143e-06
1419.5239140625	8.046628863667138e-06
1419.52684375	8.114374395518098e-06
1419.5297734375	8.100390004983637e-06
1419.532703125	8.029184300539782e-06
1419.5356328125	8.03066541266162e-06
1419.5385625	8.077128768491093e-06
1419.5414921875	8.09132188805961e-06
1419.544421875	8.178916687029414e-06
1419.5473515625	8.183817044482566e-06
1419.55028125	8.169556622306118e-06
1419.5532109375	8.124714440782554e-06
1419.556140625	8.123521183733828e-06
1419.5590703125	8.132028597174212e-06
1419.562	8.182172678061761e-06
1419.5649296875	8.163547136064153e-06
1419.567859375	8.1545422290219e-06
1419.5707890625	8.265934411610942e-06
1419.57371875	8.238234840973746e-06
1419.5766484375	8.205406629713252e-06
1419.579578125	8.210631676774938e-06
1419.5825078125	8.23861682874849e-06
1419.5854375	8.293738574138843e-06
1419.5883671875	8.215057732741116e-06
1419.591296875	8.20441528048832e-06
1419.5942265625	8.251847248175181e-06
1419.59715625	8.237582733272575e-06
1419.6000859375	8.26831865197164e-06
1419.603015625	8.224405519285938e-06
1419.6059453125	8.267879820778035e-06
1419.608875	8.320728738908656e-06
1419.6118046875	8.249007805716246e-06
1419.614734375	8.28272322905832e-06
1419.6176640625	8.242534477176378e-06
1419.62059375	8.253853593487293e-06
1419.6235234375	8.207827704609372e-06
1419.626453125	8.224091743613826e-06
1419.6293828125	8.284422619908582e-06
1419.6323125	8.320881079271203e-06
1419.6352421875	8.255205557361478e-06
1419.638171875	8.255685315816663e-06
1419.6411015625	8.174483809852973e-06
1419.64403125	8.24245398689527e-06
1419.6469609375	8.27561871119542e-06
1419.649890625	8.259311925939983e-06
1419.6528203125	8.296402484120335e-06
1419.65575	8.267294106190093e-06
1419.6586796875	8.273314051621128e-06
1419.661609375	8.328105650434736e-06
1419.6645390625	8.264910320576746e-06
1419.66746875	8.328161129611544e-06
1419.6703984375	8.296651685668621e-06
1419.673328125	8.288521712529473e-06
1419.6762578125	8.323149813804775e-06
1419.6791875	8.30410499474965e-06
1419.6821171875	8.316327694046777e-06
1419.685046875	8.27552594273584e-06
1419.6879765625	8.219977644330356e-06
1419.69090625	8.29379860078916e-06
1419.6938359375	8.24130438559223e-06
1419.696765625	8.365984740521526e-06
1419.6996953125	8.250162863987498e-06
1419.702625	8.299231922137551e-06
1419.7055546875	8.297653948829975e-06
1419.708484375	8.258565685537178e-06
1419.7114140625	8.338843599631218e-06
1419.71434375	8.225487817981048e-06
1419.7172734375	8.259953574452084e-06
1419.720203125	8.324438113049837e-06
1419.7231328125	8.264712960226461e-06
1419.7260625	8.226852060033707e-06
1419.7289921875	8.241652722063009e-06
1419.731921875	8.198087016353384e-06
1419.7348515625	8.22440642878064e-06
1419.73778125	8.215872185246553e-06
1419.7407109375	8.180893473763717e-06
1419.743640625	8.224635166698135e-06
1419.7465703125	8.216884452849627e-06
1419.7495	8.241178875323385e-06
1419.7524296875	8.364210771105718e-06
1419.755359375	8.25537608761806e-06
1419.7582890625	8.26795985631179e-06
1419.76121875	8.179896212823223e-06
1419.7641484375	8.202836397686042e-06
1419.767078125	8.244440323323943e-06
1419.7700078125	8.224989869631827e-06
1419.7729375	8.233831977122463e-06
1419.7758671875	8.264666575996671e-06
1419.778796875	8.154651823133463e-06
1419.7817265625	8.18563967186492e-06
1419.78465625	8.130624337354675e-06
1419.7875859375	8.165800863935146e-06
1419.790515625	8.1402813520981e-06
1419.7934453125	8.219325991376536e-06
1419.796375	8.202902790799271e-06
1419.7993046875	8.12766165836365e-06
1419.802234375	8.096091733023059e-06
1419.8051640625	8.160681318258867e-06
1419.80809375	8.071320735325571e-06
1419.8110234375	8.063082532316912e-06
1419.813953125	8.093364158412442e-06
1419.8168828125	8.1272769421048e-06
1419.8198125	8.113363946904428e-06
1419.8227421875	8.090984920272604e-06
1419.825671875	8.119058293232229e-06
1419.8286015625	8.118144705804298e-06
1419.83153125	8.104841072054114e-06
1419.8344609375	8.123160114337225e-06
1419.837390625	8.146284926624503e-06
1419.8403203125	8.119098765746458e-06
1419.84325	8.137792065099347e-06
1419.8461796875	8.148825145326555e-06
1419.849109375	8.057266313699074e-06
1419.8520390625	8.120034635794582e-06
1419.85496875	8.10897336123162e-06
1419.8578984375	8.095455541479168e-06
1419.860828125	8.144622825057013e-06
1419.8637578125	8.1576718002907e-06
1419.8666875	8.161590358213289e-06
1419.8696171875	8.142339538608212e-06
1419.872546875	8.097209502011538e-06
1419.8754765625	8.061952485149959e-06
1419.87840625	8.097002137219533e-06
1419.8813359375	8.105532288027462e-06
1419.884265625	8.175848961400334e-06
1419.8871953125	8.148688721121289e-06
1419.890125	8.150841040333034e-06
1419.8930546875	8.179255473805824e-06
1419.895984375	8.159702701959759e-06
1419.8989140625	8.139550118357874e-06
1419.90184375	8.126474767777836e-06
1419.9047734375	8.097644240478985e-06
1419.907703125	8.138087650877424e-06
1419.9106328125	8.154835995810572e-06
1419.9135625	8.137543773045763e-06
1419.9164921875	8.12502548797056e-06
1419.919421875	8.158551281667314e-06
1419.9223515625	8.174675713235047e-06
1419.92528125	8.14578106655972e-06
1419.9282109375	8.101931598503143e-06
1419.931140625	8.096476449281909e-06
1419.9340703125	8.12135249361745e-06
1419.937	8.177392373909242e-06
1419.9399296875	8.143778813973768e-06
1419.942859375	8.172648449544795e-06
1419.9457890625	8.120929123833776e-06
1419.94871875	8.122190138237784e-06
1419.9516484375	8.167231499101035e-06
1419.954578125	8.157354841387132e-06
1419.9575078125	8.141162652464118e-06
1419.9604375	8.140723366523162e-06
1419.9633671875	8.208058716263622e-06
1419.966296875	8.1505672824278e-06
1419.9692265625	8.175778475560946e-06
1419.97215625	8.178390999091789e-06
1419.9750859375	8.142586921167094e-06
1419.978015625	8.236843768827384e-06
1419.9809453125	8.227188118326012e-06
1419.983875	8.200684078474296e-06
