frequency	power
1418.90575	7.626074989275367e-07
1418.9086796875	7.566121951185778e-07
1418.911609375	7.478173529307242e-07
1418.9145390625	7.420912311317807e-07
1418.91746875	7.398739398922771e-07
1418.9203984375	7.383974320873676e-07
1418.923328125	7.384198283943988e-07
1418.9262578125	7.365540568571305e-07
1418.9291875	7.324535715724778e-07
1418.9321171875	7.383043225672736e-07
1418.935046875	7.456585535692284e-07
1418.9379765625	7.525136425101664e-07
1418.94090625	7.543843025814567e-07
1418.9438359375	7.569780677840754e-07
1418.946765625	7.836318900444894e-07
1418.9496953125	7.89510295362561e-07
1418.952625	7.909725354693364e-07
1418.9555546875	8.288591288874159e-07
1418.958484375	8.192727420919255e-07
1418.9614140625	8.170626415449078e-07
1418.96434375	8.42159039393664e-07
1418.9672734375	8.683508667672868e-07
1418.970203125	8.749900644033914e-07
1418.9731328125	8.897000043361913e-07
1418.9760625	9.190381149437599e-07
1418.9789921875	9.32376593709705e-07
1418.981921875	9.578264439369377e-07
1418.9848515625	9.78634602688544e-07
1418.98778125	1.007425908028381e-06
1418.9907109375	1.0752441994554829e-06
1418.993640625	1.0597174195936532e-06
1418.9965703125	1.0753252013273595e-06
1418.9995	1.1026311312889447e-06
1419.0024296875	1.1165183195771533e-06
1419.005359375	1.1550339422683464e-06
1419.0082890625	1.1828904007415986e-06
1419.01121875	1.2053194495820208e-06
1419.0141484375	1.247301383955346e-06
1419.017078125	1.2631476238311734e-06
1419.0200078125	1.2989665947316098e-06
1419.0229375	1.3273660215418204e-06
1419.0258671875	1.3529460147765349e-06
1419.028796875	1.4231824820853944e-06
1419.0317265625	1.4668432299913547e-06
1419.03465625	1.4559529404323257e-06
1419.0375859375	1.5271618281076371e-06
1419.040515625	1.5532984889432555e-06
1419.0434453125	1.6129437199197127e-06
1419.046375	2.041100515270955e-06
1419.0493046875	1.7573214563526562e-06
1419.052234375	1.803670784283895e-06
1419.0551640625	2.050176362899947e-06
1419.05809375	1.8009766336035682e-06
1419.0610234375	1.8457223518453247e-06
1419.063953125	1.872509187705873e-06
1419.0668828125	1.865336400896922e-06
1419.0698125	1.925733613461489e-06
1419.0727421875	1.963536988114356e-06
1419.075671875	2.016345206357073e-06
1419.0786015625	2.023271349571587e-06
1419.08153125	2.1222929262876278e-06
1419.0844609375	2.1695857412851183e-06
1419.087390625	2.1734106212534243e-06
1419.0903203125	2.2193045197127503e-06
1419.09325	2.2682108919980237e-06
1419.0961796875	2.296941147506004e-06
1419.099109375	2.3548535637019086e-06
1419.1020390625	2.402460381745186e-06
1419.10496875	2.447950919304276e-06
1419.1078984375	2.4891498924262123e-06
1419.110828125	2.528205641283421e-06
1419.1137578125	2.695982630029903e-06
1419.1166875	2.7536138986761216e-06
1419.1196171875	2.6887653348239837e-06
1419.122546875	2.786514642139082e-06
1419.1254765625	2.821766429406125e-06
1419.12840625	2.8709250727843028e-06
1419.1313359375	2.906016788983834e-06
1419.134265625	2.9246971280372236e-06
1419.1371953125	2.9494574391719652e-06
1419.140125	3.00999795399548e-06
1419.1430546875	3.065707460336853e-06
1419.145984375	3.086758624704089e-06
1419.1489140625	3.154784394610033e-06
1419.15184375	3.2386852808485855e-06
1419.1547734375	3.283705495960021e-06
1419.157703125	3.3341689231747296e-06
1419.1606328125	3.3921367048606044e-06
1419.1635625	3.4392691077300697e-06
1419.1664921875	3.5043634625253617e-06
1419.169421875	3.5219205756220617e-06
1419.1723515625	3.5927876069763443e-06
1419.17528125	3.7613551739923423e-06
1419.1782109375	3.76182583750051e-06
1419.181140625	3.795145630647312e-06
1419.1840703125	3.964683855883777e-06
1419.187	3.850967004837003e-06
1419.1899296875	3.88669013773324e-06
1419.192859375	3.987635864177719e-06
1419.1957890625	4.063288542965893e-06
1419.19871875	4.079183554495103e-06
1419.2016484375	4.134511527809082e-06
1419.204578125	4.215732815282536e-06
1419.2075078125	4.2142639813391725e-06
1419.2104375	4.338317239671596e-06
1419.2133671875	4.335966195867513e-06
1419.216296875	4.385463398648426e-06
1419.2192265625	4.4715516196447425e-06
1419.22215625	4.5185636281530606e-06
1419.2250859375	4.557060719889705e-06
1419.228015625	4.58003250969341e-06
1419.2309453125	4.624081157089677e-06
1419.233875	4.699432338384213e-06
1419.2368046875	4.781981033374905e-06
1419.239734375	4.831133537663845e-06
1419.2426640625	4.89631111122435e-06
1419.24559375	4.973323484591674e-06
1419.2485234375	5.0253449899173575e-06
1419.251453125	5.1022807383560576e-06
1419.2543828125	5.119039542478276e-06
1419.2573125	5.138465439813444e-06
1419.2602421875	5.2321333896543365e-06
1419.263171875	5.244161911832634e-06
1419.2661015625	5.284247436065925e-06
1419.26903125	5.3624421525455546e-06
1419.2719609375	5.374044121708721e-06
1419.274890625	5.410006906458875e-06
1419.2778203125	5.499281542142853e-06
1419.28075	5.5482373682025354e-06
1419.2836796875	5.5911377785378136e-06
1419.286609375	5.688309101969935e-06
1419.2895390625	5.734871365348226e-06
1419.29246875	5.717816748074256e-06
1419.2953984375	5.8067280406248756e-06
1419.298328125	5.890576176170725e-06
1419.3012578125	5.941516519669676e-06
1419.3041875	5.969436415398377e-06
1419.3071171875	6.035178557795007e-06
1419.310046875	6.0514694268931635e-06
1419.3129765625	6.181557864692877e-06
1419.31590625	6.82763720760704e-06
1419.3188359375	6.438498758143396e-06
1419.321765625	6.299327196757076e-06
1419.3246953125	6.282063168328023e-06
1419.327625	6.290037845246843e-06
1419.3305546875	6.362523208736093e-06
1419.333484375	6.422543265216518e-06
1419.3364140625	6.43667726762942e-06
1419.33934375	6.549014869960956e-06
1419.3422734375	6.54720838610956e-06
1419.345203125	6.598345407837769e-06
1419.3481328125	6.652335741819115e-06
1419.3510625	6.677290912193712e-06
1419.3539921875	6.788558039261261e-06
1419.356921875	6.785402092646109e-06
1419.3598515625	6.803269116062438e-06
1419.36278125	6.840024980192538e-06
1419.3657109375	6.879141665194766e-06
1419.368640625	6.9482721301028505e-06
1419.3715703125	7.0081073317851406e-06
1419.3745	7.000685627644998e-06
1419.3774296875	7.089460723364027e-06
1419.380359375	7.164810540416511e-06
1419.3832890625	7.258889127115253e-06
1419.38621875	7.301404593818006e-06
1419.3891484375	7.240686045406619e-06
1419.392078125	7.340007186940056e-06
1419.3950078125	7.337834176723845e-06
1419.3979375	7.223368356790161e-06
1419.4008671875	7.246794666571077e-06
1419.403796875	7.3085564054053975e-06
1419.4067265625	7.429253628288279e-06
1419.40965625	7.424002205880242e-06
1419.4125859375	7.5024461239081575e-06
1419.415515625	7.504855602746829e-06
1419.4184453125	7.524558895966038e-06
1419.421375	7.56822805669799e-06
1419.4243046875	7.588313337691943e-06
1419.427234375	7.620410997333238e-06
1419.4301640625	7.645183359272778e-06
1419.43309375	7.622669727425091e-06
1419.4360234375	7.666943929507397e-06
1419.438953125	7.619652706125635e-06
1419.4418828125	7.634685061930213e-06
1419.4448125	7.744684808130842e-06
1419.4477421875	7.78527191869216e-06
1419.450671875	7.796909812896047e-06
1419.4536015625	7.888442269177176e-06
1419.45653125	7.813402135070646e-06
1419.4594609375	7.84467101766495e-06
1419.462390625	7.824553904356435e-06
1419.4653203125	7.825824923202163e-06
1419.46825	7.899674528744072e-06
1419.4711796875	7.90046397014521e-06
1419.474109375	7.905253369244747e-06
1419.4770390625	7.901460776338354e-06
1419.47996875	7.935348548926413e-06
1419.4828984375	7.947646736283787e-06
1419.485828125	8.01240867076558e-06
1419.4887578125	7.978789653861895e-06
1419.4916875	8.03178954811301e-06
1419.4946171875	7.99093959358288e-06
1419.497546875	8.090922165138181e-06
1419.5004765625	8.083205102593638e-06
1419.50340625	8.042092304094695e-06
1419.5063359375	8.025106581044383e-06
1419.509265625	8.048020845308201e-06
1419.5121953125	8.049506050156197e-06
1419.515125	8.078718565229792e-06
1419.5180546875	8.061810149229132e-06
1419.520984375	8.066779628279619e-06
1419.5239140625	8.0704380707175e-06
1419.52684375	8.097958925645798e-06
1419.5297734375	8.035466635192279e-06
1419.532703125	8.09283483249601e-06
1419.5356328125	8.089630682661664e-06
1419.5385625	8.134461495501455e-06
1419.5414921875	8.128961326292483e-06
1419.544421875	8.157488991855644e-06
1419.5473515625	8.189993423002306e-06
1419.55028125	8.18024818727281e-06
1419.5532109375	8.17830959931598e-06
1419.556140625	8.136183168971911e-06
1419.5590703125	8.173780770448502e-06
1419.562	8.204264304367825e-06
1419.5649296875	8.300720764964353e-06
1419.567859375	8.252261523011839e-06
1419.5707890625	8.18686567072291e-06
1419.57371875	8.55445432534907e-06
1419.5766484375	8.359690582437906e-06
1419.579578125	8.296279702335596e-06
1419.5825078125	8.287988748634234e-06
1419.5854375	8.306966265081428e-06
1419.5883671875	8.25106144475285e-06
1419.591296875	8.290111054520821e-06
1419.5942265625	8.2396222751413e-06
1419.59715625	8.280535894300556e-06
1419.6000859375	8.279020221380051e-06
1419.603015625	8.392566996917594e-06
1419.6059453125	8.342439286934678e-06
1419.608875	8.365872417925857e-06
1419.6118046875	8.553934094379656e-06
1419.614734375	8.318357686221134e-06
1419.6176640625	8.317620086017996e-06
1419.62059375	8.296418855024967e-06
1419.6235234375	8.366871043108404e-06
1419.626453125	8.252072802861221e-06
1419.6293828125	8.278224413516e-06
1419.6323125	8.315696504723746e-06
1419.6352421875	8.351776159543078e-06
1419.638171875	8.356331363756908e-06
1419.6411015625	8.493201676174067e-06
1419.64403125	8.484175850753672e-06
1419.6469609375	8.38888172438601e-06
1419.649890625	8.489656920573907e-06
1419.6528203125	8.35558830658556e-06
1419.65575	8.338603947777301e-06
1419.6586796875	8.388085007027257e-06
1419.661609375	8.341848115378525e-06
1419.6645390625	8.292251550301444e-06
1419.66746875	8.320594133692794e-06
1419.6703984375	8.364872883248609e-06
1419.673328125	8.350465577677824e-06
1419.6762578125	8.35643004393205e-06
1419.6791875	8.406690540141426e-06
1419.6821171875	8.328596777573694e-06
1419.685046875	8.333980531460838e-06
1419.6879765625	8.35206446936354e-06
1419.69090625	8.295151928905398e-06
1419.6938359375	8.277354481833754e-06
1419.696765625	8.264684765890706e-06
1419.6996953125	8.209869065467501e-06
1419.702625	8.310977136716247e-06
1419.7055546875	8.293176961160498e-06
1419.708484375	8.27782423584722e-06
1419.7114140625	8.374484423256945e-06
1419.71434375	8.27894245958305e-06
1419.7172734375	8.271985279861838e-06
1419.720203125	8.257646186393686e-06
1419.7231328125	8.327347131853458e-06
1419.7260625	8.229426384787075e-06
1419.7289921875	8.248759513662662e-06
1419.731921875	8.278931545646628e-06
1419.7348515625	8.219278242904693e-06
1419.73778125	8.259352398454212e-06
1419.7407109375	8.296205578517402e-06
1419.743640625	8.252925908891484e-06
1419.7465703125	8.24422340883757e-06
1419.7495	8.212707143684383e-06
1419.7524296875	8.278602763311937e-06
1419.755359375	8.27902476885356e-06
1419.7582890625	8.224402336054482e-06
1419.76121875	8.191936103685293e-06
1419.7641484375	8.184941179933958e-06
1419.767078125	8.204166078940034e-06
1419.7700078125	8.251776307588443e-06
1419.7729375	8.169160082616145e-06
1419.7758671875	8.176807568816002e-06
1419.778796875	8.174845788744278e-06
1419.7817265625	8.268465535365976e-06
1419.78465625	8.229709692386677e-06
1419.7875859375	8.190484095393913e-06
1419.790515625	8.217495633289218e-06
1419.7934453125	8.325387170771137e-06
1419.796375	8.171062290784903e-06
1419.7993046875	8.216733476729132e-06
1419.802234375	8.225890269386582e-06
1419.8051640625	8.206628990592435e-06
1419.80809375	8.240074748755433e-06
1419.8110234375	8.208957297028974e-06
1419.813953125	8.143208106048405e-06
1419.8168828125	8.169643479050137e-06
1419.8198125	8.201358468795661e-06
1419.8227421875	8.261229595518671e-06
1419.825671875	8.161438927345444e-06
1419.8286015625	8.203428933484247e-06
1419.83153125	8.216609785449691e-06
1419.8344609375	8.156563126249239e-06
1419.837390625	8.205371159419883e-06
1419.8403203125	8.151043402904179e-06
1419.84325	8.145465471898206e-06
1419.8461796875	8.124239684548229e-06
1419.849109375	8.148831511789467e-06
1419.8520390625	8.169815373548772e-06
1419.85496875	8.20599552753265e-06
1419.8578984375	8.15987277746899e-06
1419.860828125	8.213685759983491e-06
1419.8637578125	8.141295893437928e-06
1419.8666875	8.126951797748916e-06
1419.8696171875	8.182068086171057e-06
1419.872546875	8.163670827343594e-06
1419.8754765625	8.113080184557475e-06
1419.87840625	8.117528523143847e-06
1419.8813359375	8.115890977933304e-06
1419.884265625	8.157911906891968e-06
1419.8871953125	8.195398550014943e-06
1419.890125	8.154176612151787e-06
1419.8930546875	8.136263204505667e-06
1419.895984375	8.085711669991724e-06
1419.8989140625	8.173788955900818e-06
1419.90184375	8.1652124208631e-06
1419.9047734375	8.131141385092633e-06
1419.907703125	8.159108801919501e-06
1419.9106328125	8.167701707861852e-06
1419.9135625	8.097993486444466e-06
