frequency	power
1418.90575	1.1731060567399254e-06
1418.9086796875	1.1574416021176148e-06
1418.911609375	1.1486076800792944e-06
1418.9145390625	1.1398975630072528e-06
1418.91746875	1.1273898508079583e-06
1418.9203984375	1.1226075571357796e-06
1418.923328125	1.118921318266075e-06
1418.9262578125	1.1229828942305176e-06
1418.9291875	1.1278311262685747e-06
1418.9321171875	1.1315123060740007e-06
1418.935046875	1.1417134828661801e-06
1418.9379765625	1.1427691219978442e-06
1418.94090625	1.1502693837428524e-06
1418.9438359375	1.1690100336636533e-06
1418.946765625	1.1759999551941291e-06
1418.9496953125	1.2038633485644823e-06
1418.952625	1.2065593182342127e-06
1418.9555546875	1.2235832400619984e-06
1418.958484375	1.2550097494568035e-06
1418.9614140625	1.2666951079154387e-06
1418.96434375	1.2941579825564986e-06
1418.9672734375	1.3350233984965598e-06
1418.970203125	1.3428408465188113e-06
1418.9731328125	1.3681907944373961e-06
1418.9760625	1.427963979949709e-06
1418.9789921875	1.4483018730970798e-06
1418.981921875	1.5172079201875022e-06
1418.9848515625	1.528225311631104e-06
1418.98778125	1.6711238686184515e-06
1418.9907109375	3.0903247534297407e-06
1418.993640625	2.1911453131906455e-06
1418.9965703125	1.7069398268176883e-06
1418.9995	1.8826289647222438e-06
1419.0024296875	1.7508652945252834e-06
1419.005359375	1.7525937892060028e-06
1419.0082890625	1.8248954916089133e-06
1419.01121875	1.8451719370204955e-06
1419.0141484375	1.8979291098730755e-06
1419.017078125	1.9321446416142862e-06
1419.0200078125	1.972301674868504e-06
1419.0229375	2.0211223272781353e-06
1419.0258671875	2.0778746829819283e-06
1419.028796875	2.1327215335986693e-06
1419.0317265625	2.187518248319975e-06
1419.03465625	2.2198878468771e-06
1419.0375859375	2.281017259520013e-06
1419.040515625	2.334603777853772e-06
1419.0434453125	2.40763961301127e-06
1419.046375	2.5304150312877027e-06
1419.0493046875	2.557534799052519e-06
1419.052234375	2.591473275970202e-06
1419.0551640625	2.7050953121943166e-06
1419.05809375	3.335363999212859e-06
1419.0610234375	3.533519247866934e-06
1419.063953125	2.8679991146418615e-06
1419.0668828125	2.9125503715476952e-06
1419.0698125	2.9317000098671997e-06
1419.0727421875	2.965539124488714e-06
1419.075671875	3.0993282962299418e-06
1419.0786015625	3.132950723738759e-06
1419.08153125	3.1880377946436056e-06
1419.0844609375	3.3136739148176275e-06
1419.087390625	3.3544858979439596e-06
1419.0903203125	3.4095291994162835e-06
1419.09325	3.494260454317555e-06
1419.0961796875	3.5274415495223366e-06
1419.099109375	3.645637207227992e-06
1419.1020390625	3.693532107718056e-06
1419.10496875	3.7623572097800206e-06
1419.1078984375	3.827891760010971e-06
1419.110828125	3.902430535163148e-06
1419.1137578125	3.954207841161406e-06
1419.1166875	4.070035174663644e-06
1419.1196171875	4.098507361049997e-06
1419.122546875	4.193303084321087e-06
1419.1254765625	4.440845032149809e-06
1419.12840625	4.955153144692304e-06
1419.1313359375	4.508533720581909e-06
1419.134265625	4.520506990957074e-06
1419.1371953125	4.575070761347888e-06
1419.140125	4.6283378196676495e-06
1419.1430546875	4.700557838077657e-06
1419.145984375	4.807677441931446e-06
1419.1489140625	4.912647000310244e-06
1419.15184375	4.979081040801248e-06
1419.1547734375	5.106825938128168e-06
1419.157703125	5.1734955377469305e-06
1419.1606328125	5.233163165030419e-06
1419.1635625	5.308792651703698e-06
1419.1664921875	5.447173862194177e-06
1419.169421875	5.46324736205861e-06
1419.1723515625	5.514015356311575e-06
1419.17528125	5.632599595628562e-06
1419.1782109375	5.728830501539051e-06
1419.181140625	5.772311851615086e-06
